transaction_id,date_time,debit_account,credit_account,amount,currency,type,description,generator_tag
GEN_20251108_233307_00015,2025-06-09T09:26:23.892341,9,5,88.94,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00016,2025-06-10T18:21:51.892341,10,7,416.6,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00017,2025-06-11T19:41:42.892341,17,12,293.29,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00018,2025-06-14T08:50:47.892341,8,external,218.81,USD,payment,Textbooks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00019,2025-06-14T13:16:10.892341,external,17,529.04,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00020,2025-06-16T21:56:17.892341,external,13,456.51,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00021,2025-06-20T18:10:51.892341,9,7,441.23,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00022,2025-06-21T12:14:44.892341,external,6,558.36,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00023,2025-06-25T18:41:18.892341,12,7,147.29,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00024,2025-06-27T09:09:19.892341,11,external,163.78,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00025,2025-06-27T19:46:25.892341,3,external,134.91,USD,payment,Textbooks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00026,2025-06-28T13:18:12.892341,external,17,318.59,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00027,2025-06-30T13:10:09.892341,16,13,180.56,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00028,2025-07-06T21:28:05.892341,external,5,447.07,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00029,2025-07-10T20:05:56.892341,17,16,444.04,USD,transfer,Transfer to testuser123 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00030,2025-07-10T21:36:35.892341,13,4,446.84,USD,transfer,Transfer to bob [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00031,2025-07-12T15:30:16.892341,external,11,509.94,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00032,2025-07-15T09:01:13.892341,10,4,35.4,USD,transfer,Transfer to bob [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00033,2025-07-15T12:25:33.892341,external,3,489.27,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00034,2025-07-17T11:02:11.892341,4,3,57.62,USD,transfer,Transfer to alice [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00035,2025-07-23T11:14:10.892341,external,1,373.85,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00036,2025-07-24T09:27:53.892341,12,3,78.85,USD,transfer,Transfer to alice [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00037,2025-07-25T17:21:59.892341,external,14,187.31,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00038,2025-07-27T08:13:22.892341,4,16,494.02,USD,transfer,Transfer to testuser123 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00039,2025-07-28T21:33:17.892341,external,4,328.66,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00040,2025-07-29T13:11:36.892341,7,external,49.05,USD,payment,Entertainment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00041,2025-07-29T22:46:19.892341,external,14,286.73,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00042,2025-08-02T22:20:12.892341,13,6,320.58,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00043,2025-08-03T18:47:04.892341,external,4,340.57,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00044,2025-08-05T19:29:43.892341,16,external,627.66,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00045,2025-08-08T17:02:08.892341,16,external,266.24,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00046,2025-08-10T17:11:48.892341,external,8,442.13,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00047,2025-08-11T10:49:11.892341,4,7,171.21,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00048,2025-08-11T18:08:07.892341,external,11,185.04,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00049,2025-08-13T10:13:14.892341,17,14,27.4,USD,transfer,Transfer to student [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00050,2025-08-14T11:28:37.892341,external,16,150.83,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00051,2025-08-17T09:36:32.892341,6,external,248.7,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00052,2025-08-19T12:03:48.892341,5,external,268.75,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00053,2025-08-19T18:31:08.892341,external,17,16.61,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00054,2025-08-25T14:04:39.892341,17,9,63.69,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00055,2025-08-27T18:09:06.892341,5,13,412.26,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00056,2025-08-31T09:50:10.892341,8,external,404.1,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00057,2025-08-31T13:38:49.892341,external,4,159.67,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00058,2025-09-03T15:01:14.892341,external,5,361.81,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00059,2025-09-03T21:09:15.892341,13,external,390.75,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00060,2025-09-06T10:22:10.892341,2,external,125.36,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00061,2025-09-06T12:12:03.892341,5,4,79.5,USD,transfer,Transfer to bob [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00062,2025-09-16T13:21:42.892341,3,5,183.18,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00063,2025-09-16T18:42:22.892341,13,external,136.11,USD,payment,Online subscription [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00064,2025-09-19T09:55:22.892341,external,9,227.86,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00065,2025-09-21T16:13:57.892341,12,5,197.17,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00066,2025-09-22T14:00:11.892341,3,11,104.56,USD,transfer,Transfer to demo [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00067,2025-09-22T14:58:13.892341,external,10,103.94,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00068,2025-09-22T17:34:24.892341,external,3,377.97,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00069,2025-09-24T21:42:12.892341,6,17,112.57,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00070,2025-09-25T21:40:31.892341,external,7,70.08,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00071,2025-10-06T17:13:38.892341,5,17,166.35,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00072,2025-10-09T18:02:06.892341,10,6,18.18,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00073,2025-10-10T23:37:02.892341,external,5,875.38,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00074,2025-10-11T22:43:55.892341,external,13,33.41,USD,income,Scholarship payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00075,2025-10-14T09:44:24.892341,9,11,162.81,USD,transfer,Transfer to demo [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00076,2025-10-18T18:59:04.892341,4,12,482.48,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00077,2025-10-19T12:29:33.892341,5,external,750.21,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00078,2025-10-20T21:19:48.892341,14,1,973.35,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00079,2025-10-22T12:27:56.892341,external,9,85.49,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00080,2025-10-22T21:21:17.892341,5,external,163.42,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00081,2025-10-23T09:21:25.892341,16,1,418.02,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00082,2025-10-23T21:28:12.892341,13,external,370.09,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00083,2025-10-24T18:39:34.892341,11,12,431.32,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00084,2025-10-24T20:23:27.892341,16,external,409.85,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233307_00085,2025-11-03T10:21:36.892341,14,7,468.08,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
