transaction_id,date_time,debit_account,credit_account,amount,currency,type,description,generator_tag
GEN_20251108_233209_00013,2025-06-23T16:37:31.604088,external,1,5.01,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00014,2025-06-24T16:45:37.604088,external,5,35.94,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00015,2025-06-26T20:13:31.604088,external,17,45.44,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00016,2025-06-26T23:12:09.604088,11,9,26.0,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00017,2025-06-29T12:14:36.604088,external,13,370.52,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00018,2025-07-02T20:32:38.604088,8,external,417.48,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00019,2025-07-02T22:40:39.604088,external,7,474.91,USD,income,Scholarship payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00020,2025-07-06T20:29:42.604088,9,10,138.39,USD,transfer,Transfer to plampie [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00021,2025-07-06T21:03:17.604088,17,external,21.26,USD,payment,Entertainment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00022,2025-07-07T11:55:59.604088,11,external,280.47,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00023,2025-07-10T22:23:25.604088,17,external,449.83,USD,payment,Gym membership [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00024,2025-07-26T19:28:57.604088,10,11,210.55,USD,transfer,Transfer to demo [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00025,2025-07-28T10:16:34.604088,11,external,492.25,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00026,2025-07-29T18:46:37.604088,5,12,67.85,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00027,2025-07-31T12:11:06.604088,external,7,250.84,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00028,2025-08-03T15:01:42.604088,external,10,908.74,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00029,2025-08-08T22:28:59.604088,2,external,394.5,USD,payment,Online subscription [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00030,2025-08-08T23:20:41.604088,13,9,291.27,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00031,2025-08-12T09:48:44.604088,external,13,71.24,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00032,2025-08-19T10:00:39.604088,11,external,389.32,USD,payment,Mobile top-up [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00033,2025-08-19T19:22:56.604088,9,17,29.45,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00034,2025-08-24T19:10:06.604088,16,17,229.78,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00035,2025-08-29T23:28:40.604088,3,external,111.31,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00036,2025-09-02T21:12:19.604088,6,external,202.5,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00037,2025-09-05T09:15:20.604088,9,external,222.89,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00038,2025-09-05T17:16:49.604088,1,6,486.25,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00039,2025-09-06T17:29:51.604088,13,2,159.41,USD,transfer,Transfer to demouser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00040,2025-09-07T18:33:25.604088,16,external,437.45,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00041,2025-09-07T22:49:07.604088,11,external,113.39,USD,payment,Mobile top-up [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00042,2025-09-08T15:41:32.604088,external,13,485.08,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00043,2025-09-08T22:01:29.604088,7,14,119.15,USD,transfer,Transfer to student [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00044,2025-09-09T17:20:44.604088,10,4,208.8,USD,transfer,Transfer to bob [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00045,2025-09-12T21:06:10.604088,9,14,838.79,USD,transfer,Transfer to student [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00046,2025-09-15T18:16:05.604088,3,external,128.19,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00047,2025-09-15T20:05:04.604088,7,external,194.82,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00048,2025-09-16T10:07:38.604088,9,external,50.81,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00049,2025-09-17T11:02:02.604088,external,13,27.23,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00050,2025-09-17T12:06:30.604088,4,external,265.05,USD,payment,Online subscription [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00051,2025-09-21T17:08:56.604088,external,11,195.09,USD,income,Scholarship payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00052,2025-09-26T09:46:34.604088,external,11,39.02,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00053,2025-09-27T13:49:53.604088,external,2,199.86,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00054,2025-09-28T11:06:38.604088,13,1,315.45,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00055,2025-09-30T18:48:30.604088,7,external,139.23,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00056,2025-10-03T14:57:15.604088,11,5,269.1,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00057,2025-10-03T19:51:15.604088,external,7,861.56,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00058,2025-10-04T12:52:14.604088,external,12,287.23,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00059,2025-10-07T08:22:20.604088,external,2,71.27,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00060,2025-10-10T10:29:42.604088,17,external,417.81,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00061,2025-10-11T16:56:43.604088,13,10,176.78,USD,transfer,Transfer to plampie [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00062,2025-10-11T19:27:56.604088,external,10,463.54,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00063,2025-10-12T10:27:54.604088,5,1,425.19,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00064,2025-10-16T21:54:48.604088,external,4,328.52,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00065,2025-10-20T14:58:31.604088,14,external,34.19,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00066,2025-10-21T18:16:00.604088,6,9,293.03,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00067,2025-10-23T10:47:48.604088,external,12,566.02,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00068,2025-10-24T13:13:59.604088,external,13,171.62,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00069,2025-10-24T21:39:51.604088,2,1,269.65,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00070,2025-10-25T14:08:49.604088,external,16,512.03,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00071,2025-10-26T08:46:06.604088,13,external,11.7,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00072,2025-10-28T14:15:21.604088,3,6,123.27,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00073,2025-10-29T18:54:15.604088,external,10,325.74,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00074,2025-10-30T14:59:26.604088,6,8,366.7,USD,transfer,Transfer to Plampie [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00075,2025-10-31T14:23:51.604088,9,2,344.56,USD,transfer,Transfer to demouser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00076,2025-11-01T08:02:52.604088,external,3,352.32,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00077,2025-11-03T12:59:26.604088,12,external,541.98,USD,payment,Online subscription [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233209_00078,2025-11-06T17:33:49.604088,16,external,421.94,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
