transaction_id,date_time,debit_account,credit_account,amount,currency,type,description,generator_tag
GEN_20251108_233931_00037,2025-08-07T12:59:30.254520,12,external,482.46,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00038,2025-08-07T20:47:22.254520,external,3,191.77,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00039,2025-08-07T22:46:50.254520,8,external,37.5,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00040,2025-08-10T18:05:39.254520,2,12,266.58,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00041,2025-08-13T16:20:59.254520,14,external,235.86,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00042,2025-08-14T10:32:39.254520,external,7,228.33,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00043,2025-08-15T19:29:51.254520,5,13,113.54,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00044,2025-08-24T10:32:36.254520,external,17,489.94,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00045,2025-08-25T23:54:46.254520,2,13,14.13,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00046,2025-08-30T13:24:25.254520,5,external,110.68,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00047,2025-09-03T21:56:11.254520,7,9,321.12,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00048,2025-09-04T09:37:17.254520,external,8,196.47,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00049,2025-09-06T20:29:57.254520,4,16,125.65,USD,transfer,Transfer to testuser123 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00050,2025-09-07T11:34:55.254520,external,12,178.41,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00051,2025-09-09T22:58:53.254520,13,5,115.81,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00052,2025-09-10T19:55:13.254520,external,12,494.28,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00053,2025-09-11T13:17:44.254520,14,13,63.17,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00054,2025-09-12T12:58:36.254520,external,3,281.38,USD,income,Freelance project [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00055,2025-09-13T20:35:51.254520,13,external,458.72,USD,payment,Online subscription [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00056,2025-09-14T18:42:57.254520,external,4,256.26,USD,income,Scholarship payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00057,2025-09-14T20:09:40.254520,4,external,240.73,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00058,2025-09-18T10:13:06.254520,14,external,54.89,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00059,2025-09-18T23:38:32.254520,5,external,726.21,USD,payment,Gym membership [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00060,2025-09-19T12:16:48.254520,6,8,167.57,USD,transfer,Transfer to Plampie [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00061,2025-09-19T15:24:37.254520,2,5,346.79,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00062,2025-09-26T10:44:55.254520,9,external,14.11,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00063,2025-09-26T11:54:53.254520,17,external,405.07,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00064,2025-09-26T22:49:34.254520,12,5,486.38,USD,transfer,Transfer to eve [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00065,2025-09-28T11:58:47.254520,external,4,414.54,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00066,2025-10-03T22:11:28.254520,external,4,103.8,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00067,2025-10-04T18:25:01.254520,external,10,158.45,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00068,2025-10-07T19:38:32.254520,external,11,208.99,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00069,2025-10-08T21:31:28.254520,5,8,384.25,USD,transfer,Transfer to Plampie [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00070,2025-10-10T17:49:50.254520,12,external,214.02,USD,payment,Entertainment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00071,2025-10-12T12:20:45.254520,12,6,497.81,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00072,2025-10-12T13:21:44.254520,external,14,780.31,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00073,2025-10-16T20:11:04.254520,12,external,249.25,USD,payment,Textbooks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00074,2025-10-22T17:49:10.254520,2,external,24.03,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00075,2025-10-24T19:00:24.254520,1,external,60.08,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00076,2025-10-26T17:58:05.254520,external,9,329.79,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00077,2025-10-26T22:48:42.254520,external,9,376.63,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00078,2025-10-29T11:47:34.254520,external,8,365.13,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00079,2025-10-29T22:44:06.254520,10,external,168.49,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00080,2025-11-05T14:05:57.254520,external,10,33.89,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_233931_00081,2025-11-06T16:09:29.254520,16,2,101.15,USD,transfer,Transfer to demouser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
