transaction_id,date_time,debit_account,credit_account,amount,currency,type,description,generator_tag
GEN_20251108_234526_00038,2025-07-22T17:03:18.034638,17,external,117.55,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00039,2025-07-24T10:12:23.034638,13,external,85.38,USD,payment,Gym membership [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00040,2025-07-25T13:15:06.034638,5,external,318.18,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00041,2025-07-25T19:24:00.034638,external,4,80.14,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00042,2025-07-29T23:54:33.034638,2,6,243.13,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00043,2025-08-01T19:47:06.034638,14,13,458.14,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00044,2025-08-08T13:54:24.034638,external,9,44.24,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00045,2025-08-09T08:06:07.034638,5,17,269.97,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00046,2025-08-11T17:10:41.034638,5,1,402.91,USD,transfer,Transfer to testuser [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00047,2025-08-16T08:23:58.034638,external,10,249.3,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00048,2025-08-17T15:13:02.034638,5,6,999.19,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00049,2025-08-17T15:49:27.034638,external,6,175.51,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00050,2025-08-19T18:51:14.034638,7,external,71.79,USD,payment,Gym membership [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00051,2025-08-19T23:08:05.034638,external,5,490.59,USD,income,Scholarship payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00052,2025-08-21T08:38:41.034638,5,external,110.42,USD,payment,Mobile top-up [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00053,2025-08-22T23:51:57.034638,external,3,32.04,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00054,2025-08-23T12:37:56.034638,16,external,486.93,USD,payment,Grocery shopping [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00055,2025-08-24T08:33:10.034638,6,3,69.78,USD,transfer,Transfer to alice [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00056,2025-08-24T14:33:02.034638,external,3,266.31,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00057,2025-08-26T19:27:52.034638,9,external,282.04,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00058,2025-08-27T14:29:41.034638,11,6,10.38,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00059,2025-08-29T19:10:12.034638,2,13,865.9,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00060,2025-08-31T11:39:41.034638,17,6,391.49,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00061,2025-08-31T19:29:10.034638,14,external,443.5,USD,payment,Restaurant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00062,2025-09-02T15:09:04.034638,1,6,708.62,USD,transfer,Transfer to frank [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00063,2025-09-03T14:46:47.034638,external,16,345.62,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00064,2025-09-03T21:51:38.034638,external,7,752.99,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00065,2025-09-06T09:49:26.034638,external,3,161.94,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00066,2025-09-07T09:18:57.034638,external,16,132.07,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00067,2025-09-07T09:19:59.034638,external,12,41.79,USD,income,Work study payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00068,2025-09-09T11:14:21.034638,external,2,499.78,USD,income,Tutoring payment [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00069,2025-09-13T09:41:12.034638,8,external,21.24,USD,payment,Study materials [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00070,2025-09-18T21:43:26.034638,8,external,307.97,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00071,2025-09-20T08:04:06.034638,external,9,253.21,USD,income,Refund from bookstore [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00072,2025-09-22T17:18:08.034638,1,17,362.62,USD,transfer,Transfer to demo5 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00073,2025-09-25T13:53:08.034638,7,12,135.38,USD,transfer,Transfer to demo2 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00074,2025-09-25T15:07:17.034638,17,16,343.77,USD,transfer,Transfer to testuser123 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00075,2025-09-29T13:40:52.034638,3,external,134.47,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00076,2025-10-04T08:33:38.034638,external,1,473.9,USD,income,Part-time job salary [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00077,2025-10-05T08:26:12.034638,8,7,398.89,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00078,2025-10-08T16:04:28.034638,external,7,210.27,USD,income,Parent transfer [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00079,2025-10-16T13:14:18.034638,13,external,35.75,USD,payment,Mobile top-up [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00080,2025-10-17T18:19:46.034638,12,7,424.69,USD,transfer,Transfer to Miha.Ch [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00081,2025-10-18T10:21:28.034638,12,9,130.49,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00082,2025-10-20T09:58:03.034638,8,14,21.42,USD,transfer,Transfer to student [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00083,2025-10-20T19:32:27.034638,1,9,166.5,USD,transfer,Transfer to Sami [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00084,2025-10-21T13:44:42.034638,5,external,207.74,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00085,2025-10-28T13:19:04.034638,6,4,484.31,USD,transfer,Transfer to bob [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00086,2025-10-29T12:22:57.034638,1,external,473.77,USD,payment,Pizza delivery [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00087,2025-10-29T12:51:37.034638,6,external,214.3,USD,payment,Coffee & snacks [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00088,2025-10-30T15:17:43.034638,external,11,172.85,USD,income,Student grant [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00089,2025-11-01T21:41:19.034638,external,9,487.81,USD,income,Student loan disbursement [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00090,2025-11-02T11:26:48.034638,2,external,44.43,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00091,2025-11-03T11:09:04.034638,5,13,493.58,USD,transfer,Transfer to admin [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00092,2025-11-04T13:29:55.034638,4,16,898.21,USD,transfer,Transfer to testuser123 [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00093,2025-11-04T21:11:41.034638,7,external,48.43,USD,payment,Laundry [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
GEN_20251108_234526_00094,2025-11-05T09:30:50.034638,17,external,82.22,USD,payment,Transport pass [HISTORICAL_GEN_2025],HISTORICAL_GEN_2025
